City1,City2,Distance
9,24,7.280109889280518
9,25,27.018512172212592
10,11,56.639209034025185
10,12,67.67569726275453
10,13,40.311288741492746
10,14,54.230987451824994
10,15,27.018512172212592
10,16,52.20153254455275
10,17,25.495097567963924
10,18,48.76474136094644
10,19,70.09279563550022
10,20,28.178005607210743
10,21,7.0710678118654755
10,22,15.264337522473747
10,23,41.048751503547585
10,24,66.18912297349165
10,25,43.289721643826724
11,12,63.90618123468183
11,13,47.042533945356304
11,14,40.311288741492746
11,15,42.44997055358225
11,16,53.600373133029585
11,17,82.13403679352427
11,18,19.6468827043885
11,19,14.866068747318506
11,20,31.78049716414141
11,21,50.93132631298737
11,22,62.64982043070834
11,23,65.12296062065974
11,24,49.24428900898052
11,25,33.015148038438355
12,13,92.76313923105448
12,14,96.21330469326995
12,15,79.81227975693966
12,16,15.652475842498529
12,17,83.15046602394962
12,18,76.8505042273634
12,19,75.92759709091287
12,20,69.35416353759881
12,21,61.465437442517235
12,22,82.63776376451628
12,23,103.46496991735899
12,24,17.11724276862369
12,25,34.20526275297414
13,14,17.204650534085253
13,15,14.317821063276353
13,16,77.78174593052023
13,17,58.69412236331676
13,18,28.160255680657446
13,19,53.36665625650534
13,20,23.430749027719962
13,21,40.80441152620633
13,22,32.984845004941285
13,23,18.973665961010276
13,24,84.05950273467003
13,25,59.405386961116584
14,15,27.294688127912362
14,16,82.37718130647589
14,17,74.94664769020693
14,18,21.095023109728988
14,19,42.04759208325728
14,20,30.083217912982647
14,21,53.03772242470448
14,22,49.39635614091387
14,23,34.40930106817051
14,24,84.86459803710851
14,25,62.00806399170998
15,16,64.53681120105021
15,17,48.33218389437829
15,18,27.202941017470888
15,19,52.354560450833695
15,20,12.165525060596439
15,21,26.68332812825267
15,22,23.600847442411894
15,23,25.0
15,24,72.44998274671983
15,25,47.41307836451879
16,17,69.02897942168927
16,18,63.97655820689325
16,19,67.06713054842886
16,20,54.48853090330111
16,21,45.880278987817846
16,22,67.06713054842886
16,23,87.92041856133307
16,24,18.867962264113206
16,25,21.18962010041709
17,18,73.23933369440222
17,19,95.4829827770373
17,20,52.80151512977634
17,21,31.622776601683793
17,22,25.709920264364882
17,23,51.15662224971465
17,24,85.84287972802403
17,25,65.7875368135941
18,19,25.632011235952593
18,20,20.591260281974
18,21,44.94441010848846
18,22,50.20956084253277
18,23,46.87216658103186
18,24,64.4437739428721
18,25,42.941821107167776
19,20,43.41658669218482
19,21,64.81512169239521
19,22,74.4043009509531
19,23,72.27724399837061
19,24,60.08327554319921
19,25,47.16990566028302
20,21,24.73863375370596
20,22,31.064449134018133
20,23,37.107950630558946
20,24,60.90155991434045
20,25,36.05551275463989
21,22,21.18962010041709
21,23,44.598206241955516
21,24,59.30430001273095
21,25,36.22154055254967
22,23,27.85677655436824
22,24,80.06247560499239
22,25,56.08029957123981
23,24,97.16995420396162
23,25,72.09022125087424
24,25,25.079872407968907
